,date,open,high,low,close,volume,Name,main_news,tagged_news,target_reg,target_class
24,2013-03-15,409.6592,410.5602,407.0767,407.5582,6191734,GOOGL,Pushing the Boundaries of the Workplace: Google’s East Coast headquarters is an unorthodox workplace with lavish perks that is meant to encourage creativity.,"Pictures From the Week in Business: Mary Jo White drew closer to taking over the Securities and Exchange Commission; European leaders recommitted to austerity measures; and Anna Wintour, longtime editor of Vogue, took on a new role at Condé Nast.",406.0256,False
25,2013-03-18,402.9025,406.7864,401.1357,404.2989,3672831,GOOGL,"Google Executive to Visit Myanmar: Eric Schmidt, the executive chairman of Google, plans to visit Myanmar, one of the last unexploited territory for businesses in Asia.","The Search Engine, for Better or for Worse: There is no reason to consider the Internet immune to destructive uses.",408.8234,True
26,2013-03-19,406.0256,410.0346,403.6282,406.0657,4191219,GOOGL,"Q&A: Logging Out of Gmail From Another Computer: Even if you forget to log out of Gmail from one computer, you can log out of your account on that machine from another computer.",,406.0506,False
27,2013-03-20,408.8234,409.1638,406.1257,407.7614,2924120,GOOGL,Google Hosts Narendra Modi at Tech Summit: The Gujarat chief minister is expected to offer tips on using the Internet in politics.,,407.7774,True
28,2013-03-21,406.0506,408.8671,405.3299,406.0356,2930649,GOOGL,"Executives Press European Antitrust Chief on Google: In a letter, the heads of 11 Web businesses in Europe asked Joaquin Almunia to compel Google to change its business practices so that smaller rivals are not unfairly harmed.",Wheelies: The ‘Top 10’ List Edition: Graham Rahal of the Rahal Letterman Lanigan racing team takes a turn presenting the Top 10 List on “The Late Show.”,406.6112,True
29,2013-03-22,407.7774,408.0276,405.2248,405.5602,2973343,GOOGL,"Q&A: Changing Chrome’s Default Search Engine: You can change the Chrome browser’s default search engine from Google to Bing, Yahoo or another search site of your choosing.",,407.1567,True
32,2013-03-27,403.7433,403.9035,401.0657,401.7313,4322068,GOOGL,"Fleeting Thoughts, Captured by Pixels: Introducing the note pad Google Keep, a combination Web site and app for Android phones. Wait, that sounds like Evernote.",Q&A: Adding Subtitles to Videos: On-screen captions and subtitles can be added to videos with tools from YouTube or with movie-editng software.,397.9025,False
33,2013-03-28,402.397,403.0877,397.0466,397.4911,4570853,GOOGL,"If Children Had Google Glass: If you had Google Glass, what would your children do with it?",,402.6723,True
35,2013-04-02,402.6723,407.8224,402.402,406.9265,4078671,GOOGL,Google Faces More Inquiries in Europe Over Privacy Policy: European regulators accused the company of being unclear about its use of personal data across different services.,A NASA Hangout on Rising Seas and Global Warming: A chat with NASA experts on rising seas in a warming world.,402.5271,False
36,2013-04-03,407.1367,407.5071,400.7343,403.5041,3473233,GOOGL,"In Search, Google Still Leads: Google still holds by far the largest share of traditional search engine traffic.",Tip of the Week: Keeping Web Browsers in Sync: Several popular browsers can keep open Web pages in sync across computers and mobile devices.,393.423,False
37,2013-04-04,402.5271,403.2779,396.0457,397.9325,4889914,GOOGL,"As Web Search Goes Mobile, Competitors Chip at Google’s Lead: Though Google is the undisputed king of search, alternative services are chipping into its share of the market.","How to Get Rich From the Eastward Tilt: The next Steve Jobs may well be living in a place like Pakistan, Turkey or Nigeria, thanks to a surge in entrepreneurship that is a response to the peril and promise of a globalized economy.",389.7644,False
38,2013-04-05,393.423,393.8885,388.5882,391.9165,6860927,GOOGL,"Q&A: Cleaning Up Outdated Gmail Contacts: If Gmail keeps suggesting outdated addresses when you address a new message, it may be time to clean up your Gmail contacts list.",Engineering Serendipity: Companies that depend on innovation are redesigning work spaces to encourage a certain kind of accident: the human collision.,388.1377,False
39,2013-04-08,389.7644,390.1648,384.5842,387.8124,5658378,GOOGL,"In Europe, New Protest Over Google: European antitrust officials have received a formal complaint from Google’s rivals about its Android mobile operating system.",,391.8515,True
40,2013-04-09,388.1377,392.2669,386.9416,389.2138,4310166,GOOGL,"World’s Tech Companies Look to Brussels to Resolve Antitrust Complaints: As the European competition chief appears near the end of settlement talks with Google over its search business, he must decide whether to take up a new complaint about its mobile business.",,396.8364,True
41,2013-04-10,391.8515,396.5712,388.388,395.4851,3953171,GOOGL,Subway on Way? Maps Tell You: Google Maps has added information on public transportation in several cities.,,396.391,True
44,2013-04-15,393.36800000000005,398.8985,388.8985,391.356,4900346,GOOGL,Europeans Reach Deal With Google on Searches: Google has for the first time agreed to legally binding changes to its search results after an antitrust investigation by European regulators.,,393.7684,True
45,2013-04-16,393.6883,398.398,392.352,397.0817,3480468,GOOGL,"Google Emulates Apple in Restricting Apps for Glass: In a departure from previous products like Android, Google has set extensive limits on the apps developed for its Internet-connected glasses.",,393.0677,False
47,2013-04-18,393.0677,393.2929,381.0107,383.34,6601455,GOOGL,"Google, Soothing Investors, Plays Up Its Innovations: Analysts pointed to Google’s mobile business as a weakness because consumers are rapidly shifting from computer use to mobile devices.","Tip of the Week: Sending Huge E-Mail Attachments: Thanks to a combination of Web-mail and cloud-storage services, sending large files as attachments is easier these days.",400.7003,True
49,2013-04-22,400.7003,402.381,387.8875,400.4571,5760454,GOOGL,"Germany Fines Google Over Data Collection: The 145,000-euro levy, the equivalent of about $189,000, was called woefully inadequate to assure compliance by a company with $10.7 billion in 2012 profit.",India Considers Banning Pornography as Reported Sexual Assault Rises: The Supreme Court is considering a petition that would make even watching pornographic material a non-bailable offense.,404.4591,True
50,2013-04-23,400.9005,408.1578,400.5802,404.3539,4579994,GOOGL,"Daily Report: Europe’s Biggest Privacy Fine Is Pocket Change to Google: German regulators fined Google $189,225, a tiny fraction of its $10.7 billion profit last year, for violating privacy laws with its Street View project, Claire Cain Miller reports in The New York Times.",Q&A: Linking a Samsung Tablet to a TV: Samsung’s Galaxy Tab 2 tablets need extra equipment to play video on a television screen.,408.5331,True
52,2013-04-25,408.5331,408.6432,404.2188,404.9545,3980422,GOOGL,Europe Nears Antitrust Deal With Google Over Web Searches: The European Commission said it had begun “market testing” intended to determine whether the proposed remedies address complaints that Google favors its own products in search results.,,402.0266,False
53,2013-04-26,404.2038,404.2739,398.6883,401.1107,4970304,GOOGL,"Google Search Terms Can Predict Stock Market, Study Finds: A new study found that by tracking certain search terms in Google Trends, researchers could predict whether the Dow Jones industrial average would rise or fall the following week.",,409.9095,True
54,2013-04-29,402.0266,411.7613,401.9015,409.9395,4595912,GOOGL,"TimesTalks | ‘New Digital Age’: Preview: Google’s Eric Schmidt and Jared Cohen speak with The Times’s David Carr about their book, which examines the impact of technology on society in the future.",‘The New Digital Age’: Power Laws: Part 11: Schmidt and Cohen discuss the core scarcity of attention on the web and the challenges content creators face in finding an audience.,412.0416,True
56,2013-05-01,412.0416,412.7724,408.5882,410.6252,2906961,GOOGL,A Google Duo and a Media Maven Explore a Hyper-Connected Planet: A brisk chat between Googlers and a media maven about the emerging Knowosphere.,,418.8985,True
57,2013-05-02,410.4601,417.6923,409.9345,415.2198,4032460,GOOGL,Lending Web Site Gains a Shareholder in Google: Lending Club plans to announce that Google led a $125 million deal to buy a stake in the company from existing investors.,Corporate Jet Center Exposes Silicon Valley’s Class Divide: A technology boom that once created middle-class jobs and lifted the overall economy now fuels a growing gap between the very rich and everyone else.,424.5541,True
58,2013-05-03,418.8985,423.8234,418.418,423.2829,5019702,GOOGL,"Shine Starts to Wear Off a Little for Google Glass: Let the backlash begin for Google Glass amid privacy concerns and a fear by the mainstream that the new, high-tech glasses are just too geeky.",,431.9365,True
59,2013-05-06,424.5541,431.3559,424.5541,431.2058,4278140,GOOGL,"Europe Rules Against Patent Move by Google’s Motorola Unit: The European Union on Monday made a preliminary antitrust finding against Motorola Mobility, saying it had abused its dominance in wireless patents by seeking an injunction against Apple in Germany.",YouTube Is Said to Plan a Subscription Option: The Web site was expected this week to announce a plan to let some video makers convert fans into paying customers.,428.9285,False
60,2013-05-07,431.9365,432.3669,425.7603,429.0436,3914058,GOOGL,"How to Tell Google Now to Stop Peeking: The Google Now app anticipates what information you might want and puts it on your phone screen before you ask for it, which can seem wonderfully prescient or intrusively creepy, but there is an easy adjustment if you don’t like the feeling that G...",Exploring Environmental Issues and Communication With Students in Japan: High school students in Japan discuss journalism and the environment with a blogger in New York.,435.8554,True
61,2013-05-08,428.9285,437.3769,426.8815,437.2518,4930476,GOOGL,Google’s Aggregator Gives Way to an Heir: Google Reader is scheduled to end July 1. And Feedly.com is just the newsreader to replace it.,,438.0927,True
64,2013-05-13,439.8844,441.6762,437.1272,439.2038,2893167,GOOGL,"Google’s Offer to Europe: The company’s proposal is a good start, but policy makers must remain watchful so Google does not abuse its power and limit competition.",,448.1978,True
65,2013-05-14,439.1888,444.7893,439.0086,443.9936,3154697,GOOGL,"Google Expected to Start a Competitor to Spotify: The service is expected to be announced as early as Wednesday, and reflects agreements the company has made with the three major music labels.",,459.9595,True
66,2013-05-15,448.1978,458.6482,447.457,458.4029,7962426,GOOGL,"Photos Take the Spotlight in Updates to Google’s Social Network: Google is using its expertise in algorithms to offer users better social sharing tools through its Google Plus network. The company’s software will now select the best photos and fix their flaws, offer more links to topics mentioned in posts by me...","Drones Take Off in Silicon Valley: Even before American skies are open to commercially operated drones, a drone start-up called Airware plans to announce Wednesday that it has raised $10.7 million in a financing round led by the venture capital firm Andreessen Horowitz.",455.465,False
67,2013-05-16,459.9595,460.4499,451.456,452.3869,6410573,GOOGL,"Google Escalates the Competition in Map Services: The new service creates real-time, personalized maps and incorporates 3-dimensional images from inside businesses and from Google Earth.",Faster Broadband Speeds: The View From the F.C.C.: The chairman of the Federal Communications Commission describes its efforts to promote broadband.,452.9525,True
68,2013-05-17,455.465,457.2012,450.7103,455.0446,5578028,GOOGL,Lawmakers Show Concerns About Google’s New Glasses: Members of a Congressional caucus want Google to explain how it will protect privacy with the introduction of Google Glass.,,454.464,False
72,2013-05-23,438.9385,445.425,437.437,441.8364,4545347,GOOGL,"Tax Protest in Britain Focuses on Google: A group of drama students is organizing a Google Free Day on Friday, highlighting what they say is the minimal share of its revenue that the search giant pays in taxes, as well as the increasing dependence on its service.",Dot Chat: From Energy Campaigners to Solar Finance Entrepreneurs: An online conversation with a young energy activist turned solar entrepreneur.,442.1918,True
73,2013-05-24,438.0676,439.8494,435.9405,437.0967,4588931,GOOGL,"Is Google Glass Dangerous?: Technology like Google Glass and Siri may be hands-free, but it still demands your attention.","Yahoo’s Design Chief to Depart: Though the company’s Web page redesigns have received negative reviews, Tim Parsey, senior vice president of user experience design, said his work was done.",438.2929,True
74,2013-05-28,442.1918,446.5161,440.6402,441.0756,4510310,GOOGL,"Europe Warns Google It Could Face Further Concessions: Joaquín Almunia, the European Union competition commissioner, said that Google could still face formal charges for violating European competition law.",,435.395,False
75,2013-05-29,438.2929,439.434,432.5771,434.5892,4022272,GOOGL,"How to Help Google Plus Help Your Photos: In the long list of improvements rolled out during Google’s developer conference last week were many improvements to its photo editing and sharing tools. To get the most out of your photos on Google Plus, here is what you need to know.",,434.4941,False
76,2013-05-30,435.395,439.8895,433.6382,435.8154,4237137,GOOGL,"Motorola Plans to Make Smartphone in Texas: The handset maker, owned by Google, says its next phone, called the Moto X, will be manufactured at an old Nokia plant near Fort Worth that will be reopened by August.",,436.9365,True
77,2013-05-31,434.4941,438.9385,434.1938,436.0446,3934779,GOOGL,"Big Question for Wearable Computing: Is It Ready for Consumers?: While Apple and Google agree that the future of computers will be wearable, they disagree about which kind of computers people will actually want to wear.","Speak More Chinese, Ambassador Tells Thais: As China’s middle and upper classes grow, they are traveling abroad in fast-growing numbers and encountering other cultures, often for the first time. Comments by China’s ambassador to Thailand on the theme inspired some lively discussion of the i...",434.3589,False
78,2013-06-03,436.9365,437.4219,427.9375,434.2488,4946046,GOOGL,"Google’s Washington Insider: Susan Molinari, a brassy, well-connected New York Republican who served seven years in the House, now works to broaden Google’s support beyond Silicon Valley Democrats.",,431.6863,False
79,2013-06-04,434.3589,435.7303,427.462,429.9796,3733157,GOOGL,"A Feature Film, Starring Google: In “The Internship,” a comedy movie starring Vince Vaughn and Owen Wilson as Google interns, Google’s products and perks make cameo appearances and some lines sound as if they were written by the marketing department.","Q&A: Backing Up Photos in the Cloud: Those photos taken with your smartphone could be gone forever if you lose the phone or it breaks, but you can back them up online without having to physically sync with a computer.",432.5822,True
81,2013-06-06,432.5822,433.5982,424.0336,432.7523,5152857,GOOGL,"Laurel and Hardy in Google’s Toyland: In “The Internship,” set in a mock-up of Google’s headquarters, Vince Vaughn and Owen Wilson play analog guys thrust into a digital world.",Tip of the Week: Blog More Efficiently on Tumblr: Sharing content on the blogging platform Tumblr is being made easier by a collection of Tumblr’s own tips and tricks as well as third-party browser add-ons.,441.491,True
82,2013-06-07,435.6452,440.44,433.0927,440.3049,5342795,GOOGL,"Vince Vaughn and Owen Wilson Arrive in Silicon Valley: When the stars of the comedy “The Internship” arrived at Google to shoot the movie, they were forced to adjust to some quirks of Silicon Valley culture.","Daily Report: U.S. Confirms That It Gathers Online Data: The government has acknowledged collecting information from Internet companies about foreigners overseas in search of national security threats, Charlie Savage, Edward Wyatt and Peter Baker report in The New York Times.",442.427,True
83,2013-06-10,441.491,445.9455,440.4851,445.5551,4670835,GOOGL,"Google Close to Acquiring Waze, a Rival in Maps: The search giant, already a powerhouse in maps, is negotiating to buy the largely Israeli company for more than $1 billion, people familiar with the discussions say. Waze, which relies on GPS tracking and traffic reports from its users, would give...",Aiming to Simplify the Landlord-Tenant Relationship: A new Web site helps create a cozier relationship between landlord and tenant.,443.1727,False
84,2013-06-11,442.427,443.9435,440.1998,440.3449,3511453,GOOGL,"Google Expands Its Boundaries, Buying Waze for $1 Billion: After weeks of talks Google completed a deal to buy the Israeli social mapping start-up, which uses a combination of GPS tracking and contributions from its users about road conditions to help drivers navigate. Waze will remain a separate service ...",3 Tech Giants Want to Reveal Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users.,434.9245,False
85,2013-06-12,443.1727,443.443,435.2598,436.426,4405093,GOOGL,"Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times.","Tip of the Week: Force Yourself to Stop Wasting Time: If you can’t help wandering onto your favorite time-wasting sites during the work day, you can get free or inexpensive software to keep you more focused.",440.49,True
88,2013-06-17,440.0546,445.1597,439.5791,443.5681,4287768,GOOGL,"More Google Maps for Bikes: Google Maps has expanded its bike route directions to seven additional countries in Europe, including France, Germany, and Poland.",,451.1357,True
89,2013-06-18,444.7693,450.9505,444.6192,450.7603,4329191,GOOGL,Google Asks Secret Court for Permission to Publish National Security Request Data: Google escalated its pressure on the government to permit it to publish more detailed data about the requests it receives for the information of foreign users.,"More Data on Privacy, but Picture Is No Clearer: Apple joined the list of companies that have disclosed information about government surveillance, but many questions remain unanswered.",447.442,False
90,2013-06-19,451.1357,455.8754,449.1988,450.7903,5825958,GOOGL,"Daily Report: Google Acquisition of Waze May Draw More U.S. Attention: Google may have pushed the boundaries of the law in its Waze deal, but the question is whether the government will push back, Steven M. Davidoff writes in The New York Times.",,444.6142,False
91,2013-06-20,447.442,450.9505,442.0967,442.8124,6737253,GOOGL,"In Head-Hunting, Big Data May Not Be Such a Big Deal: Laszlo Bock, senior vice president of people operations at Google, says some data is essentially worthless in assessing job candidates: G.P.A.’s, for instance, and test scores.",Handicapping the Half-Life of ‘Big Data’: The technologies of Big Data are advancing across the economy. But what is the likely longevity of the term itself?,436.3759,False
94,2013-06-25,439.0686,440.2798,432.6873,433.5331,5101271,GOOGL,Fact Finder to European Court Backs Google in a Spanish Privacy Battle : An expert opinion requested by the Court of Justice said that a wish to eliminate embarrassing information is not sufficient reason to make Google remove public records from search results.,"Betaworks Unveils Its Highly Anticipated Digg RSS Reader: Betaworks, a technology incubator in New York, unveiled its latest product, a suite of sleek RSS readers for the Web and mobile devices.",439.8394,True
95,2013-06-26,437.3119,439.439,435.7203,437.2618,3658997,GOOGL,"F.T.C. Tells Search Engines to Label Advertising as Such: The Federal Trade Commission told Google, Bing and Yahoo among others to clarify what sort of material is coming up in search results.","There’s a Nice Jaguar Parked Across From the House That Appeared in ‘Mad Men’: Film crews often use real places as backdrops, and sometimes, real live people find the real live places, which have real live cars parked across the street.",437.8875,True
98,2013-07-01,443.6682,446.486,442.9425,444.3839,3443061,GOOGL,Appeals Court’s Ruling Helps Google in Book-Scanning Lawsuit: The court says that a federal judge was too quick to allow authors to sue Google as a class.,"AltaVista. What’s That?: AltaVista, once the most advanced and comprehensive search engine on the Web, is about to close its URL forever.",440.45,False
102,2013-07-08,450.0546,453.5881,448.9905,452.9975,3934965,GOOGL,"Q&A: Avoiding Mobile Malware: Google’s Android system, the dominant mobile operating system, tends to have more problems with malicious software. But common sense can help avert them.",,452.1767,False
103,2013-07-09,455.9555,456.9315,449.439,453.0726,3923293,GOOGL,"Q&A: Setting Up Gmail Securely: Google’s two-step verification feature can help make your Gmail account more secure, but you may need to do a little extra work when setting up a new mail program to send and receive Gmail messages.","Wheelies: The Connecticut Coverage Edition: Tesla Motors adds another Supercharger station to its East Coast network, and Fiat edges closer to owning Chrysler outright.",456.9565,True
104,2013-07-10,452.1767,456.0231,450.6402,453.448,3411271,GOOGL,"A Better Google Maps App for Apple and Android Devices: New features include greater speed, better place and traffic information and offline maps.","Q&A: Connecting Camera to Computer: Some digital cameras come with a lot of software, but depending on your computer and the photo programs you already use, you may not need to install any of it.",460.46,True
106,2013-07-12,460.46,461.9615,458.0776,461.9615,5131083,GOOGL,"Google Executives Discuss YouTube, the Phone Business and Taxes: Unlike the usual practice of staying mum at the annual Allen & Company media and technology conference in Idaho, Google executives used a news conference to promote their business.",,464.0286,True
108,2013-07-16,464.0286,464.449,457.4069,460.2638,3961942,GOOGL,"Google Said to Weigh Supplying TV Channels: The company has begun talks with major media companies about licensing TV channels, according to people with knowledge of the meetings.",,459.9545,False
109,2013-07-17,460.9605,463.8934,458.6082,459.7343,3008727,GOOGL,"In European Antitrust Fight, Google Needs to Appease Competitors: The European Commission said that Google’s proposal for addressing antitrust concerns did not go far enough and that the company would need to come up with a better plan.","The Pros and Cons of a Surveillance Society: As we prepare to enter a world of wearable, camera-equipped computers, do we want to live under a system that might ensure justice for all, yet privacy for none?",443.7483,False
110,2013-07-18,459.9545,460.46,452.0466,455.7953,7211592,GOOGL,"Google Results Show Struggle With Mobile: The second-quarter income announcement showed the desktop search business continued to slow, while ad prices fell.",,451.451,False
114,2013-07-24,454.0836,455.6051,450.8003,451.9015,4151405,GOOGL,"Today’s Scuttlebot: Chromecast and Painting With Windows ’95: The New York Times’s staff scours the Web for important and peculiar items. Wednesday’s selections include Google’s new streaming device, Chromecast, and a 97-year-old man who uses an 18-year-old version of Windows to create art.","If You Can’t Hide From Big Brother, Adapt: Democracies find light occasionally irksome, generally bracing and mostly healthy.",443.9385,False
115,2013-07-25,447.3819,448.8734,443.483,444.2939,5995870,GOOGL,"Google Debuts an Updated Nexus 7 Tablet: The Nexus 7, Google’s less expensive rival to the iPad Mini, is lighter and faster than the original and was introduced a day after Apple reported declining iPad sales.",,442.8924,False
117,2013-07-29,442.8924,447.8574,440.8854,441.5761,3780304,GOOGL,"Verifying Gmail on the Road: If you do not have access to your cellphone for Gmail’s verification process, there is an option to print out a set of codes.",,446.9415,True
118,2013-07-30,443.1727,448.2528,440.8754,445.9055,3508124,GOOGL,"Apps That Know What You Want, Before You Do: Technology companies are rushing into predictive search, developing apps like Google Now that process digital clues to anticipate what users want to know.",,447.9475,True
119,2013-07-31,446.9415,448.7028,443.5331,444.3189,4341642,GOOGL,"Chromecast, Simply and Cheaply, Flings Web Video to TVs: Using Wi-Fi, the Google Chromecast makes Internet material watchable on a television for $35. Repeat, $35.",,452.1717,True
120,2013-08-01,447.9475,452.7273,447.9475,452.5621,4267479,GOOGL,"With Moto X, Google Enters a Crowded Marketplace: The search giant, which has stumbled in its forays into the hardware market, says its high-end Moto X smartphone has innovative voice controls.",,453.1477,True
121,2013-08-02,452.1717,453.9535,450.8604,453.7383,3424306,GOOGL,"Daily Report: A Google-Built Smartphone Enters a Crowded Field: After lackluster results selling devices made by other companies, Google is giving hardware another try — this time with a smartphone made by a company it owns.",,452.7973,False
123,2013-08-06,452.7973,455.3094,448.3129,448.7333,3009141,GOOGL,"The Moto X From Google, iPhone’s Latest Challenger: Google’s own Android phone offers five features that no phone has offered before, including a touchless mode.",,448.1927,False
126,2013-08-09,445.7253,448.2078,445.445,445.6502,2644677,GOOGL,Dr. Google Will See You Now: What do our Google searches tell us about depression?,,443.8584,False
127,2013-08-12,443.8934,443.9435,441.2658,443.1978,2751317,GOOGL,"Ways to Watch Live TV on a Laptop or Tablet: Also, how to spot phony text messages warning of a compromised Gmail account.",,439.6242,False
130,2013-08-15,432.6522,432.8925,429.429,430.2598,3737686,GOOGL,Why a Twitter I.P.O. Should Go Dutch: The modified Dutch auction that was used by Google founders Larry Page and Sergey Brin in its initial public offering successfully mitigated some of the hype Facebook couldn’t.,,429.2839,False
131,2013-08-16,431.0706,431.6512,428.6983,428.8825,3346827,GOOGL,"Trying to Make Google Glass Fashionable: Google Glass is being featured in a 12-page spread in Vogue’s September fashion issue. But that might not change the reality: while people who own Google Glass love the glasses for their technological prowess, they feel incredibly self-conscious w...",,434.6092,True
133,2013-08-20,434.6092,436.4911,432.2018,433.1427,2470048,GOOGL,"David J. Galullo: Mr. Galullo is the chief executive of Rapt Studios, a company based in San Francisco that designs corporate interiors for clients like Adobe, Google and the North Face.",,436.7864,True
134,2013-08-21,435.7603,438.893,433.6832,435.0997,3511155,GOOGL,The Voice-Off: Android vs. Siri: Is speech recognition better on smartphones running Google’s operating system or Apple’s? That depends on how it’s used.,Facebook Leads an Effort to Lower Barriers to Internet Access: The social media giant is set to unveil a coalition of tech companies working to improve data transmission in the developing world.,439.3539,True
135,2013-08-22,436.7864,437.8124,435.5601,437.2919,1738084,GOOGL,"Yahoo Surpasses Google in Web Traffic, Somehow: For the first time since 2011, Yahoo had more unique visitors in a month than any other Web property, but why that happened remains unclear.",,435.435,False
136,2013-08-23,439.3539,439.439,435.3099,435.5401,2151834,GOOGL,Women at Google Looking Past the Glass Ceiling: Pioneering women behind Google Glass are trying to bridge the gap between the worlds of high fashion and high tech.,,430.2398,False
139,2013-08-28,425.5501,428.1327,424.3089,424.6993,2657159,GOOGL,"U.S. Government Issues Warning About Security on Android Phones: Google’s Android is the most widely used mobile software system in the world, and as a result it is becoming an increasingly big target for makers of malicious software, similar to Microsoft’s Windows. The American government has issued a warning ...","In Advent of the Smartwatch, a Name That’s Been There Before: The digital watch market, long dominated by Casio’s G-Shock line, is undergoing a transformation with a wave of innovative, multifunction gadgets.",428.3079,True
140,2013-08-29,424.9595,430.6202,424.7193,428.1427,2739876,GOOGL,"Chinese Smartphone Maker Hires Google Executive: Xiaomi, which outsells Apple smartphones in China, hired Hugo Barra from Google, where he was vice president for the Android mobile operating system.",,427.6072,False
142,2013-09-03,427.6072,433.5281,427.402,430.6202,4091181,GOOGL,"Microsoft-Nokia Could Woo Buyers Trading Up to Smartphones: Microsoft could help Nokia keep customers who are transitioning from lower-end feature phones, rather than let them escape to an Apple iPhone or Google Android ecosystem.",Thorny Side Effects in Silicon Valley Tactic to Keep Control: Adopting a dual-class stock structure may be bad not only for technology companies but also for their founders.,437.1868,True
145,2013-09-06,441.6612,442.3319,437.3069,440.2298,3120390,GOOGL,"Google Introduces New Desktop Apps: Google’s new type of app gives it a path onto its competitors’ operating systems, an acknowledgment that people are not yet ready to live entirely online.",,445.455,True
146,2013-09-09,442.3069,445.3199,441.6512,444.471,2466701,GOOGL,"Tech Companies Escalate Pressure on Government to Publish National Security Request Data: On Monday, Yahoo and Facebook filed suit in a secret court to ask for permission to publish data on the national security requests they receive, and Google and Microsoft amended the suits they had already filed.","The Cloud Era Begins for Enterprise Tech: This was the summer that old enterprise computing started to go away, and new players are already emerging to be corporations’ most trusted partners, using a variety of strategies.",444.7143,True
