date,open,high,low,close,volume,main_news
2013-02-28,26.84,27.3,26.34,27.25,82980886,|||Facebook Buys Service to Show Targeted Ads Across the Web: Facebook buys an advertising technology that could allow it to better use its personal data to sell ads.
2013-03-01,27.05,28.1164,26.81,27.78,54040282,
2013-03-04,27.76,28.06,27.44,27.72,32377922,
2013-03-05,27.88,28.18,27.21,27.52,40193063,"|||Each Facebook Post Seen by One-Third of Friends, on Average: On average, a Facebook user’s post is seen by one-third of their Facebook “friends,” according to an analysis of Facebook users’ posts by the company’s own quants."
2013-03-06,28.1,28.13,27.35,27.4525,33481681,"|||Sandberg Takes Her Message to Wall St.: Kicking off her East Coast book tour, Sheryl Sandberg, the chief operating officer of Facebook, will attend events this week at Goldman Sachs, Morgan Stanley and JPMorgan Chase."
2013-03-07,27.57,28.675,27.47,28.578,74454860,"|||Face-Lift at Facebook, to Keep Its Users Engaged: Facebook plans to announce a substantial redesign of its News Feed — a makeover aimed both at keeping users glued to the social network and luring more advertising dollars.|||Face-Lift at Facebook, to Keep Its Users Engaged: Facebook plans to announce a substantial redesign of its News Feed — a makeover aimed both at keeping users glued to the social network and luring more advertising dollars.|||Test Run: Facebook’s New News Feed: Facebook borrowed some lessons from traditional media empires, finally learning that for people who consume content, less is often more.|||Daily Report: Face-Lift at Facebook, to Keep Its Users Engaged: Facebook plans to announce a substantial redesign of its News Feed, a makeover aimed both at keeping users glued to the social network and luring more advertising dollars."
2013-03-08,28.425,28.47,27.73,27.96,44167632,"|||The Breakfast Meeting: New Ways to Swap E-Content and Time Warner’s Spinoff Trend: Apple and Amazon are trying to make it possible for Web consumers to swap content on a grand scale, Time Warner’s spinoff of Time Inc. is the latest evidence of a strategy of divestment, and Facebook’s redesign strategy is already popular with adv..."
2013-03-11,28.01,28.64,27.83,28.14,35593143,
2013-03-12,28.1,28.32,27.6,27.83,27509183,
2013-03-13,27.62,27.65,26.92,27.08,39537298,"|||Q&A: Quieting a Noisy Facebook: If you hear Facebook making sounds when your friends post updates, your notifications settings are set to include audio alerts.|||Q&A: Quieting a Noisy Facebook: If you hear Facebook making sounds when your friends post updates, your notifications settings are set to include audio alerts."
2013-03-14,27.1,27.43,26.83,27.04,27618325,
2013-03-15,27.03,27.06,26.56,26.645,31561265,
2013-03-18,26.37,26.79,25.78,26.49,26627806,
2013-03-19,26.53,26.9,26.21,26.55,25229042,
2013-03-20,26.68,26.69,25.78,25.86,43942514,
2013-03-21,25.66,26.11,25.56,25.74,24304408,
2013-03-22,25.796,26.01,25.63,25.73,18423908,|||Q&A: Picking an Audience for Your Facebook Updates: Facebook has an easy-to-change setting that let you post items to all — or just some — of your friends.|||Q&A: Picking an Audience for Your Facebook Updates: Facebook has an easy-to-change setting that let you post items to all — or just some — of your friends.
2013-03-25,25.75,25.8,25.078,25.131,39161218,
2013-03-26,25.08,25.48,25.03,25.205,26939599,
2013-03-27,25,26.28,24.72,26.09,52258253,
2013-03-28,26.09,26.17,25.52,25.58,28572419,
2013-04-01,25.63,25.89,25.28,25.53,22213171,
2013-04-02,25.77,26.12,25.3,25.42,35124893,
2013-04-03,25.83,26.39,25.7,26.25,48128075,
2013-04-04,26.62,27.2301,26.11,27.0725,81931310,"|||Facebook Software Puts It Front and Center on Android Phones: A new interface, called Facebook Home, is designed for Android phones and makes Facebook pervasive on the devices."
2013-04-05,26.86,27.8,26.61,27.39,64496186,
2013-04-08,27.19,27.2,26.63,26.849,27235677,
2013-04-09,26.58,26.89,26.42,26.59,21283261,
2013-04-10,27.0099,27.84,26.9,27.57,45896160,"|||Facebook Grabs for Your Phone. What Gives?: With a set of apps for Android phones, Facebook is commandeering the home page. And the ads are coming soon."
2013-04-11,27.48,28.1,27.25,28.0175,33320952,
2013-04-12,28,28,27.24,27.4,28656896,"|||Nasdaq Cuts Chief’s Bonus Over Facebook I.P.O.: The board of the market operator Nasdaq OMX Group has cut the 2012 bonus of the company’s chief executive, Robert Greifeld, by 62 percent, as a result of the botched Facebook initial public offering last May."
2013-04-15,27.16,27.48,26.36,26.52,30193964,
2013-04-16,26.81,27.11,26.4,26.92,27362116,
2013-04-17,26.65,27.2,26.39,26.625,26415310,
2013-04-18,26.82,26.82,25.15,25.69,39023033,
2013-04-19,25.62,25.96,25.33,25.73,20353547,
2013-04-22,25.81,26.36,25.7,25.97,25652721,
2013-04-23,26.215,26.33,25.77,25.98,25151001,"|||Putting a Dollar Value on a Facebook Fan: On average, it’s $174.17, according to Michael Scissons, chief executive of a social media marketing firm. A conversation.|||Putting a Dollar Value on a Facebook Fan: On average, it’s $174.17, according to Michael Scissons, chief executive of a social media marketing firm. A conversation."
2013-04-24,25.93,26.4,25.8,26.11,19708346,
2013-04-25,26.07,26.4,26,26.14,17096750,"|||Looking at Facebook’s Friend and Relationship Status Through Big Data: Wolfram Alpha, a computational search engine, released a slew of fascinating data about Facebook users, including the age of friends, relationship status, and how these change based on age and geographical locations."
2013-04-26,26.6,27.62,26.6,26.85,32967841,
2013-04-29,27.16,27.41,26.86,26.98,28921364,
2013-04-30,27.13,27.85,27.005,27.769,36190778,
2013-05-01,27.85,27.915,27.31,27.43,63608087,"|||Mobile Ads Help Propel Earnings at Facebook: Facebook reported that about 30 percent of its total advertising revenue came from mobile devices, a significant jump from the last quarter.|||Mobile Ads Help Propel Earnings at Facebook: Facebook reported that about 30 percent of its total advertising revenue came from mobile devices, a significant jump from the last quarter."
2013-05-02,28.0099,29.02,27.98,28.97,104167498,"|||Instagram Deal Is Looking Better and Better: The acquisition of Instagram by Facebook a year ago was risky, and Instagram is still not profitable. But the potential payout is increasing, the author contends."
2013-05-03,29.04,29.07,28.15,28.311,58243465,
2013-05-06,28.33,28.46,27.48,27.57,43862625,
2013-05-07,27.55,27.85,26.85,26.889,41196823,
2013-05-08,26.88,27.3,26.65,27.12,34607912,
2013-05-09,27.08,27.55,26.85,27.04,33386333,"|||On Facebook, Cleveland Kidnapping Suspect Hid Secret Under ‘LOL’: The suspect, Ariel Castro, was a highly engaged user of Facebook, but his posts offer no hint of a disturbed mind or of the horrifying secret he kept for more than a decade in his Cleveland home.|||On Facebook, Cleveland Kidnapping Suspect Hid Secret Under ‘LOL’: The suspect, Ariel Castro, was a highly engaged user of Facebook, but his posts offer no hint of a disturbed mind or of the horrifying secret he kept for more than a decade in his Cleveland home.|||Silicon Valley Group’s Political Effort Causes Uproar: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform.|||Silicon Valley Group’s Political Effort Causes Uproar: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform.|||Silicon Valley Group’s Political Effort Causes Uproar: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform.|||Daily Report: Zuckerberg’s Lobbying Group Is Criticized Over Tactics: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform, Somini Sengupta and Eric Lipton report in The New York Times.|||Daily Report: Zuckerberg’s Lobbying Group Is Criticized Over Tactics: The advocacy group Fwd.Us, created by Facebook’s Mark Zuckerberg and others, has shocked some liberals with its tactics in a campaign to support immigration reform, Somini Sengupta and Eric Lipton report in The New York Times."
2013-05-10,27.14,27.3,26.57,26.68,30805291,"|||Facebook Said to Be in Talks With Mobile Map Service: If a deal for Waze is concluded, it would give Facebook the ability to better deliver tailored ads and content to its 1.1 billion users.|||Facebook Said to Be in Talks With Mobile Map Service: If a deal for Waze is concluded, it would give Facebook the ability to better deliver tailored ads and content to its 1.1 billion users.|||Q.& A.: Getting More (or Less) Mail from Facebook: You can tell Facebook what types of e-mail notifications you would like to receive by adjusting your account settings."
2013-05-13,26.6,27.325,26.531,26.82,29009648,
2013-05-14,26.8854,27.28,26.82,27.07,24902009,
2013-05-15,26.92,26.99,26.4,26.6,30264929,
2013-05-16,26.48,26.55,25.9,26.13,35488576,
2013-05-17,26.4,26.6,26.2,26.25,29437107,
2013-05-20,26.18,26.19,25.69,25.759,42370906,
2013-05-21,25.87,26.075,25.59,25.66,26235841,
2013-05-22,25.65,25.85,24.92,25.159,45258811,
2013-05-23,24.8,25.53,24.77,25.06,37659380,
2013-05-24,24.97,24.97,24.08,24.3125,58675970,
2013-05-28,24.54,24.54,23.92,24.1,50054886,
2013-05-29,23.79,23.81,23.26,23.32,64160837,"|||Facebook Says It Failed to Bar Posts With Hate Speech: Facing pressure from women’s groups and its own advertisers, the site said it would overhaul its process for monitoring offensive content.|||Facebook Says It Failed to Bar Posts With Hate Speech: Facing pressure from women’s groups and its own advertisers, the site said it would overhaul its process for monitoring offensive content.|||Mary Meeker Peers Into the Future of Mobile, Wearables and Facebook: The Internet analyst Mary Meeker predicts a growing use of wearable computing and photo sharing, among other Internet trends she presented at the All Things D conference in California.|||Mary Meeker Peers Into the Future of Mobile, Wearables and Facebook: The Internet analyst Mary Meeker predicts a growing use of wearable computing and photo sharing, among other Internet trends she presented at the All Things D conference in California.|||Mary Meeker Peers Into the Future of Mobile, Wearables and Facebook: The Internet analyst Mary Meeker predicts a growing use of wearable computing and photo sharing, among other Internet trends she presented at the All Things D conference in California."
2013-05-30,24.13,24.779,23.93,24.55,60617851,
2013-05-31,24.63,24.95,24.27,24.348,35897146,"|||Hate Speech on Facebook: The company has finally moved to further restrict hate speech directed at women, but its slow response may be indicative of a deeper problem in technology companies."
2013-06-03,24.265,24.32,23.71,23.848,35701572,"|||Why Haven’t the Marines Shown Stronger Support for Women?: There were 6 Facebook pages in existence, as of May 2013, devoted to promoting sexual violence, rape and degradation of female Marines."
2013-06-04,23.89,23.93,23.32,23.52,34758418,"|||Malware That Drains Your Bank Account Thriving on Facebook: In case you needed further evidence that the White Hats are losing the war on cybercrime, a six-year-old Trojan horse that drains your bank account is alive and well on Facebook."
2013-06-05,23.35,23.705,22.79,22.899,53783403,
2013-06-06,22.99,23.09,22.67,22.97,31227999,
2013-06-07,23.03,23.4,22.86,23.291,38685767,"|||Ad Formats at Facebook to Be Fewer: The social network said it would overhaul the way it sells ads, and eliminate about half of the existing styles, to simplify the process for marketers."
2013-06-10,24.06,24.6,23.99,24.33,58321671,
2013-06-11,24.03,24.35,24,24.03,29855079,
2013-06-12,24.16,24.26,23.58,23.77,26407850,"|||Facebook Adds Hashtags to Organize Public Conversations: The largest social network is following in the footsteps of Twitter, introducing the # symbol as a way for users to organize posts on a particular subject.|||Daily Report: Google, Facebook and Microsoft Ask to Reveal U.S. Data Requests: The technology companies asked the government for permission to reveal details about the classified requests they get for the personal information of foreign users, Claire Cain Miller reports in The New York Times."
2013-06-13,23.72,23.83,23.265,23.73,31101772,
2013-06-14,23.56,23.89,23.26,23.63,30626805,
2013-06-17,23.91,24.25,23.75,24.022,33603061,
2013-06-18,24.09,24.69,24.08,24.21,36672094,
2013-06-19,24.2,25.19,24.1,24.309,31741274,
2013-06-20,24.28,24.745,23.65,23.9,42737997,"|||Facebook Is Betting Longer Videos Are Better: Facebook introduced a video service on Thursday as part of its Instagram photo app. It will compete directly with Twitter’s Vine service.|||Facebook Takes On Twitter With Video: The company will add an instant 15-second video service to Instagram, in an answer to Twitter’s Vine feature."
2013-06-21,24.59,24.7,24.05,24.53,45807968,
2013-06-24,23.95,24.11,23.38,23.935,40593692,
2013-06-25,24.14,24.43,24.04,24.25,24711324,
2013-06-26,24.51,24.65,23.99,24.16,29869415,
2013-06-27,24.24,24.84,24.21,24.66,34654256,
2013-06-28,24.68,24.98,24.42,24.88,96755618,|||Facebook to Shield Ads From Offensive Content: The company said it would remove advertising from pages with content that might be offensive or controversial.
2013-07-01,24.9694,25.0601,24.62,24.81,20569420,
2013-07-02,24.7,24.77,24.3,24.41,18355208,"|||Q&A: Signing Out of Facebook: If you stay logged into Facebook even when you quit your browser program, and would rather sign out of your account, check your settings."
2013-07-03,24.22,24.71,24.15,24.52,10404332,
2013-07-05,24.65,24.66,24.2,24.37,20209801,
2013-07-08,24.47,25.04,24.42,24.71,27060750,"|||A New Tool Aims to Help Facebook Users Dig Deep: Facebook is planning to introduce Graph Search, a tool to help users sift the volumes of information on the site, and its success is important to the company’s future.|||The Limits of Facebook’s Search Tool: Facebook rolled out a new search tool on Monday to its United States users. So far, its usefulness is constrained by the data people have shared as well as how the technology analyzes that information, but Facebook has high hopes for its developme...|||The Limits of Facebook’s Search Tool: Facebook rolled out a new search tool on Monday to its United States users. So far, its usefulness is constrained by the data people have shared as well as how the technology analyzes that information, but Facebook has high hopes for its developme...|||Daily Report: Facebook Rolls Out a Powerful Search Tool: The new feature, called Graph Search, will allow users to search through data posted within their social network in extensive and subtle ways."
2013-07-09,25.07,25.49,25.03,25.48,30350980,
2013-07-10,25.58,25.83,25.47,25.8,26761906,
2013-07-11,25.96,26,25.45,25.81,26760354,"|||Young, Rich and Relocating Yet Again in Hunt for Political Office: Sean Eldridge and his husband, the Facebook co-founder Chris Hughes, bought two multimillion-dollar homes in New York State that were seen as launching pads for a Congressional run."
2013-07-12,25.74,25.93,25.55,25.91,16509018,
2013-07-15,25.93,26.43,25.65,26.28,24221917,
2013-07-16,26.39,26.75,26.01,26.32,30788434,
2013-07-17,26.37,26.78,26.3,26.65,21496181,
2013-07-18,26.75,26.77,26.12,26.18,24721706,"|||Two Tips for Facebook Users: Two features, the Other folder and privacy settings, may be hard to find but are handy to know about."
2013-07-19,25.82,26.1077,25.6,25.881,46533765,
2013-07-22,25.99,26.13,25.72,26.045,27503120,"|||Daily Report: A Mobile Facebook for Phones in the Developing World: The social network has been quietly working for more than two years to get itself onto the billions of cheap, simple phones that are still the norm in developing countries.|||Economic Reports for the Week of July 22: Governments reports will include sales of new homes for June, and companies reporting earnings will include McDonald’s, Apple, Facebook, Ford and Boeing."
2013-07-23,26.1,26.3,25.97,26.13,28175456,
2013-07-24,26.32,26.53,26.05,26.51,78799081,|||Facebook Is Erasing Doubts on Mobile: Customers of the social networking giant continue to shift toward mobile phones and tablets to gain access to the site instead of a PC.
2013-07-25,33.545,34.88,32.75,34.359,365380568,"|||Facebook’s Stock Soars Amid Rosy Growth Expectations: Shares in the social network rose 30 percent on Thursday, after the company reported stronger-than-expected revenue and profit growth. Analysts say the company has bright prospects, but there are still some cautionary signs.|||Facebook’s Stock Soars Amid Rosy Growth Expectations: Shares in the social network rose 30 percent on Thursday, after the company reported stronger-than-expected revenue and profit growth. Analysts say the company has bright prospects, but there are still some cautionary signs.|||Daily Report: Facebook’s Mobile Ad Revenue Cheers Investors: The social networking company said Wednesday that mobile advertising’s share of total ad revenue went from virtually nothing a year ago to 41 percent in the second quarter.|||Daily Report: Facebook’s Mobile Ad Revenue Cheers Investors: The social networking company said Wednesday that mobile advertising’s share of total ad revenue went from virtually nothing a year ago to 41 percent in the second quarter.|||Daily Report: Facebook’s Mobile Ad Revenue Cheers Investors: The social networking company said Wednesday that mobile advertising’s share of total ad revenue went from virtually nothing a year ago to 41 percent in the second quarter."
2013-07-26,33.77,34.73,33.56,34.01,135913708,"|||E-Commerce Company Learns to Sell Directly on Facebook: For one owner, the biggest challenge was figuring out how to accept payments.|||E-Commerce Company Learns to Sell Directly on Facebook: For one owner, the biggest challenge was figuring out how to accept payments."
2013-07-29,34.07,35.63,34.01,35.43,124761328,
2013-07-30,35.65,37.96,35.32,37.627,173095430,
2013-07-31,37.96,38.31,36.33,36.8,154729632,"|||Facebook Shares Touch a Symbolic Threshold: Shares have risen about 34 percent since the company announced a surprisingly strong earnings report last week.|||Facebook’s I.P.O. Breakthrough: But the shares of the social network giant still have a way to go. In comparison, the Nasdaq market is up more than 20 percent, and Google more than 40 percent since the May 17, 2012, market debut of Facebook.,"
2013-08-01,37.3,38.29,36.92,37.489,105923556,"|||Daily Report: Facebook Shares Briefly Surpass I.P.O. Price: A year after Facebook’s initial public stock sale, its shares briefly crossed an important psychological barrier, trading for the first time above $38 a share.|||Daily Report: Facebook Shares Briefly Surpass I.P.O. Price: A year after Facebook’s initial public stock sale, its shares briefly crossed an important psychological barrier, trading for the first time above $38 a share."
2013-08-02,37.66,38.49,37.5,38.05,72753482,
2013-08-05,38.43,39.32,38.25,39.189,79851445,
2013-08-06,39.11,39.25,37.94,38.55,63861878,"|||Facebook Adjusts Its News Feed to Bump Up Older Posts: Facebook users will see important older items they missed mixed in with newer items as the company tweaks the formulas that drive its news feed. Other changes are also coming, as the company pledges to disclose more about the mysteries of the feed..."
2013-08-07,38.61,38.94,37.7,38.87,68760036,
2013-08-08,39.13,39.19,38.43,38.54,41195029,
2013-08-09,38.59,38.74,38.01,38.5,43553093,|||Finding Ways to Improve Your Marketing on Facebook: How do you make sure all of your Facebook fans actually see your content?
2013-08-12,38.2,38.5,38.1,38.22,31102475,
2013-08-13,38.24,38.32,36.77,37.019,65277931,
2013-08-14,36.83,37.55,36.62,36.65,48350658,"|||Our Daily Cup of Facebook: More than 40 percent of the American population visits the social network on any given day, with most of those visitors using mobile devices."
2013-08-15,36.36,37.07,36.0201,36.56,56439536,|||Why a Twitter I.P.O. Should Go Dutch: The modified Dutch auction that was used by Google founders Larry Page and Sergey Brin in its initial public offering successfully mitigated some of the hype Facebook couldn’t.|||Why a Twitter I.P.O. Should Go Dutch: The modified Dutch auction that was used by Google founders Larry Page and Sergey Brin in its initial public offering successfully mitigated some of the hype Facebook couldn’t.
2013-08-16,36.97,37.49,36.9,37.08,45761142,
2013-08-19,37.43,38.28,37.14,37.81,57511315,
2013-08-20,38.35,38.58,37.69,38.41,57918043,
2013-08-21,38.38,38.85,38.145,38.32,46012705,"|||Daily Report: Facebook Leads Effort to Widen the Net: Facebook plans to announce an industry effort aimed at drastically cutting the cost of delivering basic Internet services on mobile phones, particularly in developing countries.|||Facebook Leads an Effort to Lower Barriers to Internet Access: The social media giant is set to unveil a coalition of tech companies working to improve data transmission in the developing world.|||Facebook Leads an Effort to Lower Barriers to Internet Access: The social media giant is set to unveil a coalition of tech companies working to improve data transmission in the developing world.|||Facebook Leads an Effort to Lower Barriers to Internet Access: The social media giant is set to unveil a coalition of tech companies working to improve data transmission in the developing world."
2013-08-22,38.37,38.75,38.34,38.55,21864167,
2013-08-23,39,40.63,38.93,40.55,86294354,
2013-08-26,40.9,41.94,40.62,41.34,94003719,
2013-08-27,40.68,41.2,39.42,39.64,72591340,"|||Malicious Software Poses as Video From a Facebook Friend: Attackers are using built-in features of the Chrome and Firefox Web browsers to install malicious software that can see everything stored in the browser, including saved passwords for e-mail and social network accounts, according to Italian securi...|||Facebook Releases Report on Government Requests: Facebook on Tuesday for the first time released a report showing the number of requests about its users from government agencies around the globe, noting that a vast majority of requests relate to criminal cases, though some include national secur...|||Malicious Software Poses as Video From a Facebook Friend: Attackers are using built-in features of the Chrome and Firefox Web browsers to install malicious software that can see everything stored in the browser, including saved passwords for e-mail and social network accounts, according to Italian securi...|||Facebook Releases Report on Government Requests: Facebook on Tuesday for the first time released a report showing the number of requests about its users from government agencies around the globe, noting that a vast majority of requests relate to criminal cases, though some include national secur...|||Malicious Software Poses as Video From a Facebook Friend: Attackers are using built-in features of the Chrome and Firefox Web browsers to install malicious software that can see everything stored in the browser, including saved passwords for e-mail and social network accounts, according to Italian securi..."
2013-08-28,39.96,40.85,39.88,40.548,57633448,
2013-08-29,40.89,41.78,40.8,41.28,58200104,"|||Twitter Buys a Referee in the Fight Over Online TV Chatter: The social network has bought Trendrr, a research firm that recently published a study on the importance of Facebook, Twitter’s arch-rival, as an online platform for people to discuss television shows while they are airing.|||Twitter Buys a Referee in the Fight Over Online TV Chatter: The social network has bought Trendrr, a research firm that recently published a study on the importance of Facebook, Twitter’s arch-rival, as an online platform for people to discuss television shows while they are airing.|||Facebook to Update Privacy Policy, but Adjusting Settings Is No Easier: Facebook unveiled new privacy policies it plans to put in place next week, but has done nothing to simplify its maze of privacy controls."
2013-08-30,42.025,42.26,41.06,41.294,67614292,
2013-09-03,41.84,42.165,41.51,41.87,48680163,
2013-09-04,42.01,42.17,41.44,41.78,42514254,
2013-09-05,41.79,42.765,41.77,42.66,49959995,"|||Russian Tech Giant Cashes In on Facebook’s Recovery: The Russian Internet company Mail.ru, which is part owned by the billionaire Alisher Usmanov, sold its Facebook stake for around $525 million.|||Russian Tech Giant Cashes In on Facebook’s Recovery: The Russian Internet company Mail.ru, which is part owned by the billionaire Alisher Usmanov, sold its Facebook stake for around $525 million.|||Privacy Groups Ask F.T.C. to Block Facebook Policy Changes: Privacy advocates say coming changes to Facebook’s privacy policies violate a 2011 order by federal regulators requiring the social network to obtain explicit consent from its users before using their personal information for commercial purposes."
2013-09-06,43.09,44.61,42.4,43.95,117404531,"|||Facebook Delays New Privacy Policy: Facebook, the world’s largest social network, said it would delay the rollout of new privacy rules, which it had planned to put in place on Thursday."
2013-09-09,44.36,44.79,43.7,44.04,75694727,
2013-09-10,44.24,44.26,43.23,43.6,54484713,
2013-09-11,43.39,45.09,43.11,45.04,71987696,"|||Facebook Privacy Change Is Subject of F.T.C. Inquiry: After a storm of negative comments from users, the Federal Trade Commission has begun an inquiry into Facebook’s latest privacy policies."
2013-09-12,45.53,45.62,44.65,44.75,67984695,"|||Daily Report: F.T.C. Raises Questions About Facebook’s New Privacy Policy: Facebook, which has repeatedly tripped over its own feet when changing its privacy practices, has stumbled yet again."
2013-09-13,45.04,45.08,43.93,44.31,52722979,"|||Twitter vs. Facebook: A Tale of Two Sites: All eyes are on Twitter as it prepares for an initial public offering of stock, and many are comparing it to Facebook, which went public last year. How do the two social networking sites actually compare?"
2013-09-16,44.85,44.94,42.43,42.51,70643055,
2013-09-17,42.5,45.44,42.43,45.07,91791148,
2013-09-18,44.84,45.47,44.395,45.23,79195609,"|||Facebook Removes Dating Ads Featuring Photo of Dead Girl: The social network apologized for ads placed by a dating service that featured photos of Rehtaeh Parsons, a Canadian girl who committed suicide in April after she had been cyberbullied over an alleged rape.|||Facebook Removes Dating Ads Featuring Photo of Dead Girl: The social network apologized for ads placed by a dating service that featured photos of Rehtaeh Parsons, a Canadian girl who committed suicide in April after she had been cyberbullied over an alleged rape."
2013-09-19,45.51,46.05,45.23,45.98,63900139,
2013-09-20,46.32,47.6,45.74,47.49,115383977,
2013-09-23,47.28,47.55,46.29,47.19,75184675,
2013-09-24,48.505,49.66,48.16,48.45,136424276,
2013-09-25,49.23,49.54,48.46,49.46,87648664,
2013-09-26,50.01,50.6,49.5,50.39,98022379,
2013-09-27,50.29,51.28,49.86,51.24,81198674,
2013-09-30,50.14,51.6,49.8,50.23,99731046,
2013-10-01,49.97,51.03,49.45,50.42,97982198,"|||Facebook Now Allows Users to Search Timelines: Facebook said people can now search “status updates, photo captions, check-ins and comments” from both their own timelines and those of their friends, as the company continues to target Google and other search outlets.|||Facebook Now Allows Users to Search Timelines: Facebook said people can now search “status updates, photo captions, check-ins and comments” from both their own timelines and those of their friends, as the company continues to target Google and other search outlets.|||Facebook Now Allows Users to Search Timelines: Facebook said people can now search “status updates, photo captions, check-ins and comments” from both their own timelines and those of their friends, as the company continues to target Google and other search outlets."
2013-10-02,50.13,51.1,49.95,50.28,62697277,
2013-10-03,50.47,50.72,49.06,49.183,81766820,"|||Daily Report: Social Networks Battle to Be the Center of Talk About TV: Facebook and Twitter both aspire to become the nation’s digital water cooler, the better to woo networks and advertisers.|||Social Networks in a Battle for the Second Screen: Facebook and Twitter are vying to become the nation’s digital water cooler as they woo networks and advertisers."
2013-10-04,49.77,51.16,49.57,51.04,74331493,
2013-10-07,50.73,51.29,50.4,50.515,57111374,
2013-10-08,50.6,50.6,47.08,47.14,135793306,
2013-10-09,47.375,47.84,45.26,46.77,147101894,
2013-10-10,47.865,49.68,47.83,49.05,99773784,
2013-10-11,49.18,49.87,48.79,49.11,58428451,
2013-10-14,48.31,49.63,47.91,49.51,68780552,|||Facebook Buys Israeli Maker of Data Compression Software for Mobile Web Effort: Onavo may help Facebook’s Mark Zuckerberg reach his goal of bringing low-cost mobile Web access to billions.
2013-10-15,49.99,51,49.18,49.5,81166571,"|||Dear Twitter, Please ‘Like’ This: While social networks copy each other’s features all the time, is it time for Twitter to adopt Facebook and Instagram’s “like” button?"
2013-10-16,50.04,51.24,49.9,51.135,64678247,"|||Facebook Eases Privacy Rules for Teenagers: Teenagers will now be able to post items that can be seen by the public, making it easier for the social network to turn a post into an ad that can be shown widely.|||Facebook Eases Privacy Rules for Teenagers: Teenagers will now be able to post items that can be seen by the public, making it easier for the social network to turn a post into an ad that can be shown widely."
2013-10-17,51.12,52.22,50.95,52.21,71521899,"|||Daily Report: Facebook Shifts Its Rules on Privacy for Teenagers: Teenagers will be able to share posts with everyone, not just their friends, a new policy that simultaneously gives youths more freedom and improves Facebook’s ability to market to them."
2013-10-18,54.18,54.825,53.6,54.22,88260093,|||Politics in the Facebook Age: A reader foresees uglier and more personal attacks on candidates.|||Politics in the Facebook Age: A reader foresees uglier and more personal attacks on candidates.
